Date: 01-10-09

Time: 13:10:54



Exp. Conditions:

Cyclic voltammetry

Start potential (V) = .0000

First vertex potential (V) = 1.5000

Second vertex potential (V) = -.2979

Step potential (V) = .00244

Scan rate (V/s) = .15001

Equilibration time (s) = 1

Number of Data Points =  1474 



 Potential	  Scan 1   	  Scan 2   	  Scan 3   	  Scan 4   	  Scan 5   	  Scan 6   	  Scan 7   	  Scan 8   	  Scan 9   	  Scan 10   	  Scan 11   	  Scan 12   	  Scan 13   	  Scan 14   	  Scan 15   	  Scan 16   	  Scan 17   	  Scan 18   	  Scan 19   	  Scan 20   	


 0.588379	3.334656E-07	4.992676E-07	5.767822E-07	6.301880E-07	6.530762E-07	6.958008E-07	6.915283E-07	7.113647E-07	7.373047E-07	7.229614E-07	7.257080E-07	7.321167E-07	7.199097E-07	7.336426E-07	7.229614E-07	7.431030E-07	7.339478E-07	7.342529E-07	7.250977E-07	7.162476E-07

 0.590820	3.432922E-07	5.099487E-07	5.868530E-07	6.341553E-07	6.579590E-07	6.997681E-07	6.930542E-07	7.116699E-07	7.443237E-07	7.290649E-07	7.336426E-07	7.327271E-07	7.257080E-07	7.385254E-07	7.235718E-07	7.452393E-07	7.394409E-07	7.342529E-07	7.293701E-07	7.168579E-07

 0.593262	3.440247E-07	5.148315E-07	5.886841E-07	6.365967E-07	6.588745E-07	7.028198E-07	6.948853E-07	7.150269E-07	7.485962E-07	7.369995E-07	7.312012E-07	7.409668E-07	7.250977E-07	7.446289E-07	7.220459E-07	7.437134E-07	7.452393E-07	7.339478E-07	7.302856E-07	7.180786E-07

 0.595703	3.502808E-07	5.206299E-07	5.914307E-07	6.454468E-07	6.689453E-07	7.104492E-07	7.031250E-07	7.153320E-07	7.492065E-07	7.400513E-07	7.330322E-07	7.443237E-07	7.266235E-07	7.485962E-07	7.266235E-07	7.507324E-07	7.489014E-07	7.418823E-07	7.293701E-07	7.168579E-07

 0.598145	3.580322E-07	5.239868E-07	5.987549E-07	6.524658E-07	6.744385E-07	7.162476E-07	7.092285E-07	7.247925E-07	7.510376E-07	7.412720E-07	7.357788E-07	7.504272E-07	7.299805E-07	7.501221E-07	7.315063E-07	7.543945E-07	7.482910E-07	7.452393E-07	7.333374E-07	7.229614E-07

 0.600586	3.666382E-07	5.343628E-07	6.076050E-07	6.585693E-07	6.805420E-07	7.223511E-07	7.147217E-07	7.296753E-07	7.571411E-07	7.434082E-07	7.437134E-07	7.498169E-07	7.382202E-07	7.501221E-07	7.382202E-07	7.614136E-07	7.489014E-07	7.501221E-07	7.363892E-07	7.260132E-07

 0.603027	3.757324E-07	5.426025E-07	6.161499E-07	6.616211E-07	6.826782E-07	7.235718E-07	7.138062E-07	7.345581E-07	7.626343E-07	7.501221E-07	7.489014E-07	7.507324E-07	7.421875E-07	7.531738E-07	7.385254E-07	7.601929E-07	7.531738E-07	7.482910E-07	7.427979E-07	7.324219E-07

 0.605469	3.809814E-07	5.505371E-07	6.204224E-07	6.634521E-07	6.842041E-07	7.269287E-07	7.186890E-07	7.351685E-07	7.684326E-07	7.568359E-07	7.501221E-07	7.577515E-07	7.461548E-07	7.571411E-07	7.394409E-07	7.601929E-07	7.580566E-07	7.510376E-07	7.446289E-07	7.315063E-07

 0.607910	3.849182E-07	5.538940E-07	6.246948E-07	6.713867E-07	6.921387E-07	7.339478E-07	7.229614E-07	7.379150E-07	7.705688E-07	7.614136E-07	7.522583E-07	7.623291E-07	7.449341E-07	7.666016E-07	7.400513E-07	7.641602E-07	7.635498E-07	7.553101E-07	7.437134E-07	7.305908E-07

 0.610352	3.914795E-07	5.581665E-07	6.277466E-07	6.781006E-07	6.979370E-07	7.400513E-07	7.305908E-07	7.440186E-07	7.708740E-07	7.644653E-07	7.534790E-07	7.681274E-07	7.476807E-07	7.666016E-07	7.464600E-07	7.699585E-07	7.662964E-07	7.608032E-07	7.455444E-07	7.348633E-07

 0.612793	4.034119E-07	5.676270E-07	6.384277E-07	6.860352E-07	7.058716E-07	7.461548E-07	7.363892E-07	7.495117E-07	7.757568E-07	7.638550E-07	7.608032E-07	7.662964E-07	7.546997E-07	7.684326E-07	7.534790E-07	7.766724E-07	7.653809E-07	7.672119E-07	7.495117E-07	7.394409E-07

 0.615234	4.088135E-07	5.740356E-07	6.448364E-07	6.866455E-07	7.061768E-07	7.458496E-07	7.369995E-07	7.565308E-07	7.788086E-07	7.702637E-07	7.638550E-07	7.681274E-07	7.592773E-07	7.678223E-07	7.556152E-07	7.748413E-07	7.672119E-07	7.656860E-07	7.550049E-07	7.452393E-07

 0.617676	4.158936E-07	5.847168E-07	6.512451E-07	6.909180E-07	7.098389E-07	7.492065E-07	7.388306E-07	7.565308E-07	7.891846E-07	7.760620E-07	7.699585E-07	7.720947E-07	7.623291E-07	7.754517E-07	7.562256E-07	7.781982E-07	7.723999E-07	7.669067E-07	7.598877E-07	7.467651E-07

 0.620117	4.196472E-07	5.856323E-07	6.536865E-07	6.948853E-07	7.125854E-07	7.531738E-07	7.443237E-07	7.583618E-07	7.907104E-07	7.827759E-07	7.675171E-07	7.788086E-07	7.626343E-07	7.809448E-07	7.565308E-07	7.791138E-07	7.797241E-07	7.690430E-07	7.592773E-07	7.479858E-07

 0.622559	4.247742E-07	5.920410E-07	6.579590E-07	7.028198E-07	7.202148E-07	7.617188E-07	7.516479E-07	7.617188E-07	7.925415E-07	7.846069E-07	7.699585E-07	7.815552E-07	7.644653E-07	7.836914E-07	7.638550E-07	7.867432E-07	7.809448E-07	7.754517E-07	7.577515E-07	7.461548E-07

 0.625000	4.336853E-07	5.990601E-07	6.649780E-07	7.092285E-07	7.272339E-07	7.669067E-07	7.568359E-07	7.702637E-07	7.931519E-07	7.867432E-07	7.751465E-07	7.858276E-07	7.699585E-07	7.852173E-07	7.669067E-07	7.907104E-07	7.833862E-07	7.794189E-07	7.638550E-07	7.540894E-07

 0.627441	4.426270E-07	6.082153E-07	6.726074E-07	7.135010E-07	7.312012E-07	7.717896E-07	7.620239E-07	7.757568E-07	8.013916E-07	7.885742E-07	7.827759E-07	7.864380E-07	7.769775E-07	7.849121E-07	7.736206E-07	7.946777E-07	7.824707E-07	7.839966E-07	7.678223E-07	7.583618E-07

 0.629883	4.502563E-07	6.146240E-07	6.823730E-07	7.171631E-07	7.339478E-07	7.727051E-07	7.623291E-07	7.794189E-07	8.071899E-07	7.962036E-07	7.864380E-07	7.879639E-07	7.806396E-07	7.910156E-07	7.736206E-07	7.958984E-07	7.901001E-07	7.833862E-07	7.745361E-07	7.629395E-07

 0.632324	4.532471E-07	6.210327E-07	6.838989E-07	7.192993E-07	7.354736E-07	7.766724E-07	7.669067E-07	7.809448E-07	8.111572E-07	8.029175E-07	7.879639E-07	7.955933E-07	7.836914E-07	7.955933E-07	7.754517E-07	7.962036E-07	7.931519E-07	7.864380E-07	7.727051E-07	7.614136E-07

 0.634766	4.570923E-07	6.240845E-07	6.875610E-07	7.278442E-07	7.431030E-07	7.839966E-07	7.733154E-07	7.843018E-07	8.132935E-07	8.059692E-07	7.882690E-07	8.001709E-07	7.809448E-07	8.020020E-07	7.778931E-07	8.020020E-07	7.992554E-07	7.904053E-07	7.742310E-07	7.623291E-07

 0.637207	4.643250E-07	6.262207E-07	6.927490E-07	7.342529E-07	7.495117E-07	7.907104E-07	7.824707E-07	7.913208E-07	8.129883E-07	8.081055E-07	7.925415E-07	8.047485E-07	7.885742E-07	8.007813E-07	7.833862E-07	8.074951E-07	8.001709E-07	7.977295E-07	7.772827E-07	7.684326E-07

 0.639648	4.736328E-07	6.393433E-07	7.025146E-07	7.421875E-07	7.565308E-07	7.955933E-07	7.861328E-07	7.983398E-07	8.206177E-07	8.090210E-07	7.992554E-07	8.032227E-07	7.934570E-07	8.041382E-07	7.910156E-07	8.139038E-07	8.001709E-07	8.004761E-07	7.824707E-07	7.730103E-07

 0.642090	4.803467E-07	6.475830E-07	7.101440E-07	7.434082E-07	7.574463E-07	7.962036E-07	7.891846E-07	8.023071E-07	8.251953E-07	8.169556E-07	8.035278E-07	8.071899E-07	7.992554E-07	8.050537E-07	7.910156E-07	8.123779E-07	8.050537E-07	8.023071E-07	7.882690E-07	7.800293E-07

 0.644531	4.873657E-07	6.576538E-07	7.147217E-07	7.470703E-07	7.608032E-07	8.001709E-07	7.916260E-07	8.029175E-07	8.331299E-07	8.218384E-07	8.074951E-07	8.111572E-07	8.016968E-07	8.120728E-07	7.931519E-07	8.145142E-07	8.108521E-07	8.035278E-07	7.910156E-07	7.781982E-07

 0.646973	4.901123E-07	6.607056E-07	7.180786E-07	7.519531E-07	7.662964E-07	8.059692E-07	7.980347E-07	8.059692E-07	8.331299E-07	8.297729E-07	8.056641E-07	8.190918E-07	8.026123E-07	8.172607E-07	7.934570E-07	8.172607E-07	8.175659E-07	8.081055E-07	7.919312E-07	7.812500E-07

 0.649414	4.965210E-07	6.652832E-07	7.217407E-07	7.608032E-07	7.745361E-07	8.145142E-07	8.053589E-07	8.105469E-07	8.358765E-07	8.306885E-07	8.099365E-07	8.239746E-07	8.041382E-07	8.206177E-07	8.016968E-07	8.251953E-07	8.178711E-07	8.142090E-07	7.910156E-07	7.833862E-07

 0.651855	5.047607E-07	6.726074E-07	7.318115E-07	7.684326E-07	7.812500E-07	8.200073E-07	8.105469E-07	8.187866E-07	8.395386E-07	8.319092E-07	8.157349E-07	8.242798E-07	8.120728E-07	8.227539E-07	8.053589E-07	8.288574E-07	8.200073E-07	8.184814E-07	7.992554E-07	7.910156E-07

 0.654297	5.123901E-07	6.826782E-07	7.373047E-07	7.699585E-07	7.830811E-07	8.218384E-07	8.135986E-07	8.230591E-07	8.450317E-07	8.361816E-07	8.215332E-07	8.239746E-07	8.175659E-07	8.221436E-07	8.093262E-07	8.312988E-07	8.197021E-07	8.209229E-07	8.020020E-07	7.946777E-07

 0.656738	5.184937E-07	6.909180E-07	7.470703E-07	7.742310E-07	7.861328E-07	8.233643E-07	8.139038E-07	8.258057E-07	8.523560E-07	8.435059E-07	8.251953E-07	8.291626E-07	8.203125E-07	8.297729E-07	8.099365E-07	8.316040E-07	8.270264E-07	8.209229E-07	8.087158E-07	7.958984E-07

 0.659180	5.212402E-07	6.964111E-07	7.482910E-07	7.766724E-07	7.901001E-07	8.285522E-07	8.212280E-07	8.251953E-07	8.557129E-07	8.508301E-07	8.251953E-07	8.361816E-07	8.221436E-07	8.340454E-07	8.111572E-07	8.331299E-07	8.331299E-07	8.251953E-07	8.084106E-07	7.971191E-07

 0.661621	5.261230E-07	7.009888E-07	7.534790E-07	7.867432E-07	7.980347E-07	8.367920E-07	8.264160E-07	8.300781E-07	8.578491E-07	8.520508E-07	8.282471E-07	8.407593E-07	8.224487E-07	8.407593E-07	8.169556E-07	8.395386E-07	8.374023E-07	8.300781E-07	8.093262E-07	7.983398E-07

 0.664063	5.337524E-07	7.061768E-07	7.604980E-07	7.937622E-07	8.056641E-07	8.435059E-07	8.355713E-07	8.380127E-07	8.590698E-07	8.557129E-07	8.328247E-07	8.444214E-07	8.294678E-07	8.395386E-07	8.218384E-07	8.447266E-07	8.367920E-07	8.380127E-07	8.154297E-07	8.062744E-07

 0.666504	5.422974E-07	7.159424E-07	7.684326E-07	7.995605E-07	8.108521E-07	8.477783E-07	8.380127E-07	8.438110E-07	8.666992E-07	8.566284E-07	8.407593E-07	8.441162E-07	8.340454E-07	8.425903E-07	8.279419E-07	8.502197E-07	8.380127E-07	8.401489E-07	8.197021E-07	8.108521E-07

 0.668945	5.490112E-07	7.238770E-07	7.763672E-07	8.013916E-07	8.126831E-07	8.489990E-07	8.410645E-07	8.477783E-07	8.715820E-07	8.648682E-07	8.441162E-07	8.471680E-07	8.410645E-07	8.453369E-07	8.273315E-07	8.477783E-07	8.453369E-07	8.398438E-07	8.255005E-07	8.151245E-07

 0.671387	5.535889E-07	7.305908E-07	7.800293E-07	8.059692E-07	8.169556E-07	8.523560E-07	8.432007E-07	8.477783E-07	8.789063E-07	8.706665E-07	8.459473E-07	8.526611E-07	8.419800E-07	8.526611E-07	8.306885E-07	8.496094E-07	8.496094E-07	8.419800E-07	8.236694E-07	8.120728E-07

 0.673828	5.554199E-07	7.327271E-07	7.836914E-07	8.135986E-07	8.227539E-07	8.587646E-07	8.505249E-07	8.523560E-07	8.786011E-07	8.758545E-07	8.453369E-07	8.593750E-07	8.413696E-07	8.563232E-07	8.312988E-07	8.523560E-07	8.554077E-07	8.474731E-07	8.255005E-07	8.151245E-07

 0.676270	5.633545E-07	7.385254E-07	7.882690E-07	8.212280E-07	8.312988E-07	8.670044E-07	8.590698E-07	8.593750E-07	8.807373E-07	8.773804E-07	8.520508E-07	8.633423E-07	8.465576E-07	8.593750E-07	8.380127E-07	8.587646E-07	8.541870E-07	8.532715E-07	8.270264E-07	8.193970E-07

 0.678711	5.718994E-07	7.470703E-07	7.983398E-07	8.288574E-07	8.383179E-07	8.712769E-07	8.633423E-07	8.682251E-07	8.859253E-07	8.786011E-07	8.563232E-07	8.639526E-07	8.520508E-07	8.605957E-07	8.435059E-07	8.630371E-07	8.566284E-07	8.584595E-07	8.346558E-07	8.258057E-07

 0.681152	5.792236E-07	7.571411E-07	8.053589E-07	8.294678E-07	8.416748E-07	8.734131E-07	8.673096E-07	8.731079E-07	8.923340E-07	8.859253E-07	8.633423E-07	8.654785E-07	8.590698E-07	8.609009E-07	8.456421E-07	8.645630E-07	8.590698E-07	8.584595E-07	8.389282E-07	8.300781E-07

 0.683594	5.828857E-07	7.641602E-07	8.117676E-07	8.340454E-07	8.447266E-07	8.764648E-07	8.685303E-07	8.767700E-07	9.002686E-07	8.914185E-07	8.639526E-07	8.694458E-07	8.593750E-07	8.688354E-07	8.486938E-07	8.663940E-07	8.673096E-07	8.587646E-07	8.419800E-07	8.303833E-07

 0.686035	5.859375E-07	7.675171E-07	8.135986E-07	8.395386E-07	8.505249E-07	8.819580E-07	8.758545E-07	8.782959E-07	9.027100E-07	8.990479E-07	8.663940E-07	8.764648E-07	8.624268E-07	8.731079E-07	8.480835E-07	8.676147E-07	8.709717E-07	8.642578E-07	8.419800E-07	8.306885E-07

 0.688477	5.929565E-07	7.727051E-07	8.193970E-07	8.483887E-07	8.596802E-07	8.901978E-07	8.825684E-07	8.856201E-07	9.051514E-07	9.008789E-07	8.682251E-07	8.810425E-07	8.621216E-07	8.779907E-07	8.557129E-07	8.743286E-07	8.743286E-07	8.688354E-07	8.422852E-07	8.343506E-07

 0.690918	6.005859E-07	7.791138E-07	8.273315E-07	8.551025E-07	8.651733E-07	8.956909E-07	8.895874E-07	8.923340E-07	9.060669E-07	9.024048E-07	8.743286E-07	8.834839E-07	8.703613E-07	8.770752E-07	8.593750E-07	8.782959E-07	8.746338E-07	8.749390E-07	8.486938E-07	8.395386E-07

 0.693359	6.091309E-07	7.891846E-07	8.352661E-07	8.593750E-07	8.703613E-07	8.987427E-07	8.914185E-07	8.978271E-07	9.133911E-07	9.042358E-07	8.810425E-07	8.819580E-07	8.737183E-07	8.789063E-07	8.642578E-07	8.807373E-07	8.740234E-07	8.746338E-07	8.511353E-07	8.435059E-07

 0.695801	6.134033E-07	7.965088E-07	8.413696E-07	8.627319E-07	8.715820E-07	9.002686E-07	8.938599E-07	9.005737E-07	9.204102E-07	9.121704E-07	8.834839E-07	8.871460E-07	8.795166E-07	8.837891E-07	8.633423E-07	8.801270E-07	8.807373E-07	8.758545E-07	8.575439E-07	8.456421E-07

 0.698242	6.179810E-07	8.029175E-07	8.459473E-07	8.660889E-07	8.773804E-07	9.060669E-07	8.996582E-07	9.008789E-07	9.252930E-07	9.185791E-07	8.853149E-07	8.917236E-07	8.782959E-07	8.895874E-07	8.648682E-07	8.822632E-07	8.853149E-07	8.786011E-07	8.557129E-07	8.459473E-07

 0.700684	6.210327E-07	8.059692E-07	8.493042E-07	8.737183E-07	8.843994E-07	9.130859E-07	9.054565E-07	9.069824E-07	9.259033E-07	9.228516E-07	8.856201E-07	8.987427E-07	8.801270E-07	8.941650E-07	8.685303E-07	8.877563E-07	8.892822E-07	8.837891E-07	8.575439E-07	8.474731E-07

 0.703125	6.295776E-07	8.114624E-07	8.563232E-07	8.822632E-07	8.935547E-07	9.207153E-07	9.143066E-07	9.121704E-07	9.280396E-07	9.237671E-07	8.950806E-07	8.999634E-07	8.862305E-07	8.944702E-07	8.749390E-07	8.932495E-07	8.883667E-07	8.905029E-07	8.602905E-07	8.520508E-07

 0.705566	6.365967E-07	8.212280E-07	8.651733E-07	8.877563E-07	8.984375E-07	9.243774E-07	9.167480E-07	9.213257E-07	9.353638E-07	9.265137E-07	8.999634E-07	9.011841E-07	8.908081E-07	8.950806E-07	8.789063E-07	8.966064E-07	8.886719E-07	8.911133E-07	8.666992E-07	8.581543E-07

 0.708008	6.439209E-07	8.297729E-07	8.721924E-07	8.895874E-07	9.005737E-07	9.262085E-07	9.201050E-07	9.237671E-07	9.405518E-07	9.335327E-07	9.094238E-07	9.027100E-07	8.966064E-07	8.981323E-07	8.798218E-07	8.972168E-07	8.923340E-07	8.929443E-07	8.715820E-07	8.605957E-07

 0.710449	6.472778E-07	8.361816E-07	8.770752E-07	8.935547E-07	9.042358E-07	9.295654E-07	9.222412E-07	9.255981E-07	9.469604E-07	9.384155E-07	9.094238E-07	9.082031E-07	8.959961E-07	9.051514E-07	8.813477E-07	8.966064E-07	8.984375E-07	8.929443E-07	8.721924E-07	8.612061E-07

 0.712891	6.494141E-07	8.395386E-07	8.779907E-07	8.993530E-07	9.106445E-07	9.359741E-07	9.301758E-07	9.268188E-07	9.472656E-07	9.445190E-07	9.115601E-07	9.143066E-07	8.981323E-07	9.088135E-07	8.816528E-07	9.008789E-07	9.033203E-07	8.984375E-07	8.734131E-07	8.602905E-07

 0.715332	6.561279E-07	8.447266E-07	8.856201E-07	9.088135E-07	9.197998E-07	9.439087E-07	9.375000E-07	9.332275E-07	9.512329E-07	9.448242E-07	9.167480E-07	9.179688E-07	9.002686E-07	9.115601E-07	8.892822E-07	9.075928E-07	9.039307E-07	9.033203E-07	8.740234E-07	8.660889E-07

 0.717773	6.628418E-07	8.526611E-07	8.932495E-07	9.155273E-07	9.252930E-07	9.487915E-07	9.426880E-07	9.405518E-07	9.536743E-07	9.478760E-07	9.240723E-07	9.191895E-07	9.082031E-07	9.118652E-07	8.941650E-07	9.112549E-07	9.048462E-07	9.075928E-07	8.825684E-07	8.709717E-07

 0.720215	6.713867E-07	8.627319E-07	9.020996E-07	9.185791E-07	9.295654E-07	9.512329E-07	9.460449E-07	9.454346E-07	9.613037E-07	9.512329E-07	9.320068E-07	9.188843E-07	9.127808E-07	9.143066E-07	8.981323E-07	9.133911E-07	9.066772E-07	9.085083E-07	8.862305E-07	8.767700E-07

 0.722656	6.738281E-07	8.697510E-07	9.072876E-07	9.207153E-07	9.307861E-07	9.533691E-07	9.469604E-07	9.484863E-07	9.680176E-07	9.594727E-07	9.335327E-07	9.262085E-07	9.152222E-07	9.204102E-07	8.969116E-07	9.140015E-07	9.136963E-07	9.078979E-07	8.908081E-07	8.798218E-07

 0.725098	6.774902E-07	8.749390E-07	9.100342E-07	9.259033E-07	9.387207E-07	9.606934E-07	9.552002E-07	9.487915E-07	9.713745E-07	9.640503E-07	9.368896E-07	9.307861E-07	9.167480E-07	9.262085E-07	8.993530E-07	9.176636E-07	9.176636E-07	9.133911E-07	8.883667E-07	8.792114E-07

 0.727539	6.808472E-07	8.773804E-07	9.152222E-07	9.353638E-07	9.454346E-07	9.677124E-07	9.616089E-07	9.564209E-07	9.738159E-07	9.667969E-07	9.384155E-07	9.375000E-07	9.182739E-07	9.301758E-07	9.042358E-07	9.219360E-07	9.216309E-07	9.173584E-07	8.914185E-07	8.850098E-07

 0.729980	6.893921E-07	8.834839E-07	9.237671E-07	9.436035E-07	9.533691E-07	9.738159E-07	9.692383E-07	9.619141E-07	9.747314E-07	9.674072E-07	9.484863E-07	9.371948E-07	9.249878E-07	9.295654E-07	9.103394E-07	9.286499E-07	9.201050E-07	9.237671E-07	8.944702E-07	8.892822E-07

 0.732422	6.961060E-07	8.926392E-07	9.320068E-07	9.463501E-07	9.576416E-07	9.759521E-07	9.707642E-07	9.695435E-07	9.826660E-07	9.704590E-07	9.539795E-07	9.390259E-07	9.295654E-07	9.317017E-07	9.146118E-07	9.295654E-07	9.231567E-07	9.231567E-07	9.005737E-07	8.963013E-07

 0.734863	7.015991E-07	9.024048E-07	9.384155E-07	9.490967E-07	9.600830E-07	9.780884E-07	9.741211E-07	9.722900E-07	9.884644E-07	9.780884E-07	9.600830E-07	9.420776E-07	9.353638E-07	9.356689E-07	9.152222E-07	9.310913E-07	9.280396E-07	9.255981E-07	9.051514E-07	8.981323E-07

 0.737305	7.049561E-07	9.088135E-07	9.417725E-07	9.539795E-07	9.643555E-07	9.835815E-07	9.771729E-07	9.753418E-07	9.945679E-07	9.851074E-07	9.613037E-07	9.481812E-07	9.359741E-07	9.436035E-07	9.161377E-07	9.332275E-07	9.341431E-07	9.274292E-07	9.054565E-07	8.996582E-07

 0.739746	7.067871E-07	9.112549E-07	9.439087E-07	9.606934E-07	9.722900E-07	9.896851E-07	9.860229E-07	9.777832E-07	9.963989E-07	9.899902E-07	9.646606E-07	9.561157E-07	9.381104E-07	9.481812E-07	9.210205E-07	9.390259E-07	9.381104E-07	9.335327E-07	9.051514E-07	9.011841E-07

 0.742188	7.150269E-07	9.182739E-07	9.518433E-07	9.710693E-07	9.817505E-07	9.982300E-07	9.945679E-07	9.851074E-07	9.985352E-07	9.906006E-07	9.719849E-07	9.582520E-07	9.426880E-07	9.509277E-07	9.274292E-07	9.457397E-07	9.393311E-07	9.402466E-07	9.103394E-07	9.082031E-07

 0.744629	7.214355E-07	9.255981E-07	9.600830E-07	9.765625E-07	9.857178E-07	1.002197E-06	9.988403E-07	9.942627E-07	1.003418E-06	9.939575E-07	9.777832E-07	9.603882E-07	9.506226E-07	9.518433E-07	9.326172E-07	9.494019E-07	9.402466E-07	9.429932E-07	9.158325E-07	9.155273E-07

 0.747070	7.299805E-07	9.359741E-07	9.674072E-07	9.783936E-07	9.893799E-07	1.004639E-06	1.001587E-06	9.979248E-07	1.011353E-06	1.000366E-06	9.878540E-07	9.613037E-07	9.561157E-07	9.582520E-07	9.365845E-07	9.515381E-07	9.457397E-07	9.442139E-07	9.216309E-07	9.176636E-07

 0.749512	7.305908E-07	9.420776E-07	9.732056E-07	9.820557E-07	9.924316E-07	1.007690E-06	1.003418E-06	1.001892E-06	1.018372E-06	1.009216E-06	9.878540E-07	9.689331E-07	9.588623E-07	9.634399E-07	9.359741E-07	9.524536E-07	9.524536E-07	9.445190E-07	9.237671E-07	9.207153E-07

 0.751953	7.336426E-07	9.454346E-07	9.747314E-07	9.890747E-07	9.997559E-07	1.014709E-06	1.011963E-06	1.003418E-06	1.019287E-06	1.014404E-06	9.902954E-07	9.750366E-07	9.606934E-07	9.701538E-07	9.390259E-07	9.576416E-07	9.552002E-07	9.518433E-07	9.231567E-07	9.207153E-07

 0.754395	7.382202E-07	9.490967E-07	9.808350E-07	9.982300E-07	1.006775E-06	1.022339E-06	1.017456E-06	1.011658E-06	1.023560E-06	1.016846E-06	9.951782E-07	9.820557E-07	9.631348E-07	9.735107E-07	9.451294E-07	9.637451E-07	9.588623E-07	9.567261E-07	9.280396E-07	9.280396E-07

 0.756836	7.467651E-07	9.585571E-07	9.887695E-07	1.004944E-06	1.015015E-06	1.029053E-06	1.025391E-06	1.016846E-06	1.026611E-06	1.019592E-06	1.004639E-06	9.835815E-07	9.719849E-07	9.750366E-07	9.530640E-07	9.707642E-07	9.600830E-07	9.640503E-07	9.332275E-07	9.335327E-07

 0.759277	7.540894E-07	9.652710E-07	9.982300E-07	1.008301E-06	1.018372E-06	1.030884E-06	1.026917E-06	1.025085E-06	1.035767E-06	1.024475E-06	1.011658E-06	9.844971E-07	9.786987E-07	9.790039E-07	9.576416E-07	9.729004E-07	9.637451E-07	9.634399E-07	9.408569E-07	9.411621E-07

 0.761719	7.586670E-07	9.750366E-07	1.002502E-06	1.011353E-06	1.021118E-06	1.032715E-06	1.030273E-06	1.027527E-06	1.041870E-06	1.033630E-06	1.016846E-06	9.918213E-07	9.835815E-07	9.854126E-07	9.585571E-07	9.756470E-07	9.707642E-07	9.664917E-07	9.448242E-07	9.408569E-07

 0.764160	7.617188E-07	9.790039E-07	1.006775E-06	1.018677E-06	1.027527E-06	1.040039E-06	1.036072E-06	1.031189E-06	1.047668E-06	1.039124E-06	1.018677E-06	9.973145E-07	9.844971E-07	9.942627E-07	9.606934E-07	9.786987E-07	9.777832E-07	9.704590E-07	9.445190E-07	9.432983E-07

 0.766602	7.641602E-07	9.832764E-07	1.010132E-06	1.025391E-06	1.034241E-06	1.047668E-06	1.044312E-06	1.036377E-06	1.049500E-06	1.044312E-06	1.023254E-06	1.006470E-06	9.890747E-07	9.973145E-07	9.667969E-07	9.851074E-07	9.820557E-07	9.790039E-07	9.478760E-07	9.469604E-07

 0.769043	7.733154E-07	9.906006E-07	1.017456E-06	1.035461E-06	1.045227E-06	1.055603E-06	1.052246E-06	1.045227E-06	1.053162E-06	1.045837E-06	1.031189E-06	1.008301E-06	9.963989E-07	1.000671E-06	9.744263E-07	9.939575E-07	9.829712E-07	9.848022E-07	9.539795E-07	9.548950E-07

 0.771484	7.785034E-07	9.973145E-07	1.026001E-06	1.038818E-06	1.048279E-06	1.058044E-06	1.054077E-06	1.052246E-06	1.060486E-06	1.049805E-06	1.038513E-06	1.011658E-06	1.002502E-06	1.002197E-06	9.799194E-07	9.963989E-07	9.857178E-07	9.866333E-07	9.619141E-07	9.625244E-07

 0.773926	7.882690E-07	1.008606E-06	1.034546E-06	1.042786E-06	1.052246E-06	1.062012E-06	1.058350E-06	1.056824E-06	1.068115E-06	1.057739E-06	1.046143E-06	1.015015E-06	1.009827E-06	1.010742E-06	9.829712E-07	9.997559E-07	9.924316E-07	9.899902E-07	9.671021E-07	9.646606E-07

 0.776367	7.894897E-07	1.013489E-06	1.038513E-06	1.046448E-06	1.056519E-06	1.067200E-06	1.063232E-06	1.060791E-06	1.075439E-06	1.065674E-06	1.048279E-06	1.024170E-06	1.012573E-06	1.018066E-06	9.860229E-07	1.000671E-06	1.001587E-06	9.924316E-07	9.716797E-07	9.686279E-07

 0.778809	7.934570E-07	1.018677E-06	1.040344E-06	1.055298E-06	1.064758E-06	1.074219E-06	1.072083E-06	1.064148E-06	1.078491E-06	1.070862E-06	1.052246E-06	1.032104E-06	1.016235E-06	1.026001E-06	9.909058E-07	1.009827E-06	1.006165E-06	1.002502E-06	9.722900E-07	9.710693E-07

 0.781250	8.004761E-07	1.023560E-06	1.047668E-06	1.064453E-06	1.072998E-06	1.083679E-06	1.079712E-06	1.074219E-06	1.082458E-06	1.073303E-06	1.059570E-06	1.036072E-06	1.022034E-06	1.029053E-06	9.994507E-07	1.016541E-06	1.009216E-06	1.007385E-06	9.805298E-07	9.802246E-07

 0.783691	8.105469E-07	1.033936E-06	1.055908E-06	1.071167E-06	1.080627E-06	1.088562E-06	1.086121E-06	1.081848E-06	1.087952E-06	1.077576E-06	1.069336E-06	1.040649E-06	1.032104E-06	1.031494E-06	1.007080E-06	1.023254E-06	1.011047E-06	1.013794E-06	9.872437E-07	9.866333E-07

 0.786133	8.172607E-07	1.040955E-06	1.065674E-06	1.076355E-06	1.085510E-06	1.092834E-06	1.089478E-06	1.090393E-06	1.097717E-06	1.085205E-06	1.076355E-06	1.044006E-06	1.039124E-06	1.040344E-06	1.011353E-06	1.026001E-06	1.018982E-06	1.016235E-06	9.957886E-07	9.933472E-07

