Date: 01-10-09

Time: 13:10:54



Exp. Conditions:

Cyclic voltammetry

Start potential (V) = .0000

First vertex potential (V) = 1.5000

Second vertex potential (V) = -.2979

Step potential (V) = .00244

Scan rate (V/s) = .15001

Equilibration time (s) = 1

Number of Data Points =  1474 



 Potential	  Scan 1   	  Scan 2   	  Scan 3   	  Scan 4   	  Scan 5   	  Scan 6   	  Scan 7   	  Scan 8   	  Scan 9   	  Scan 10   	  Scan 11   	  Scan 12   	  Scan 13   	  Scan 14   	  Scan 15   	  Scan 16   	  Scan 17   	  Scan 18   	  Scan 19   	  Scan 20   	


 -0.068359	-5.157471E-06	-5.218506E-06	-5.151367E-06	-5.145264E-06	-5.136108E-06	-5.288696E-06	-5.264282E-06	-5.307007E-06	-5.328369E-06	-5.380249E-06	-5.371094E-06	-5.456543E-06	-5.401611E-06	-5.456543E-06	-5.364990E-06	-5.444336E-06	-5.392456E-06	-5.380249E-06	-5.413818E-06	-5.380249E-06

 -0.070801	-5.187988E-06	-5.236816E-06	-5.178833E-06	-5.172729E-06	-5.169678E-06	-5.316162E-06	-5.291748E-06	-5.337524E-06	-5.364990E-06	-5.407715E-06	-5.404663E-06	-5.484009E-06	-5.432129E-06	-5.484009E-06	-5.395508E-06	-5.468750E-06	-5.419922E-06	-5.416870E-06	-5.444336E-06	-5.410767E-06

 -0.073242	-5.215454E-06	-5.270386E-06	-5.212402E-06	-5.200195E-06	-5.203247E-06	-5.352783E-06	-5.322266E-06	-5.371094E-06	-5.392456E-06	-5.438232E-06	-5.441284E-06	-5.511475E-06	-5.465698E-06	-5.511475E-06	-5.426025E-06	-5.499268E-06	-5.450439E-06	-5.441284E-06	-5.474854E-06	-5.438232E-06

 -0.075684	-5.249023E-06	-5.300903E-06	-5.245972E-06	-5.236816E-06	-5.239868E-06	-5.386353E-06	-5.358887E-06	-5.395508E-06	-5.419922E-06	-5.465698E-06	-5.474854E-06	-5.538940E-06	-5.502319E-06	-5.548096E-06	-5.462646E-06	-5.532837E-06	-5.484009E-06	-5.468750E-06	-5.502319E-06	-5.462646E-06

 -0.078125	-5.285645E-06	-5.340576E-06	-5.279541E-06	-5.264282E-06	-5.264282E-06	-5.416870E-06	-5.389404E-06	-5.429077E-06	-5.450439E-06	-5.499268E-06	-5.505371E-06	-5.569458E-06	-5.526733E-06	-5.581665E-06	-5.493164E-06	-5.560303E-06	-5.514526E-06	-5.496216E-06	-5.532837E-06	-5.493164E-06

 -0.080566	-5.322266E-06	-5.377197E-06	-5.310059E-06	-5.294800E-06	-5.297852E-06	-5.444336E-06	-5.419922E-06	-5.459595E-06	-5.487061E-06	-5.532837E-06	-5.535889E-06	-5.603027E-06	-5.560303E-06	-5.612183E-06	-5.523682E-06	-5.596924E-06	-5.545044E-06	-5.526733E-06	-5.560303E-06	-5.520630E-06

 -0.083008	-5.355835E-06	-5.404663E-06	-5.340576E-06	-5.325317E-06	-5.334473E-06	-5.471802E-06	-5.447388E-06	-5.490112E-06	-5.517578E-06	-5.569458E-06	-5.569458E-06	-5.633545E-06	-5.584717E-06	-5.636597E-06	-5.551147E-06	-5.621338E-06	-5.569458E-06	-5.560303E-06	-5.596924E-06	-5.551147E-06

 -0.085449	-5.386353E-06	-5.441284E-06	-5.374146E-06	-5.358887E-06	-5.374146E-06	-5.505371E-06	-5.477905E-06	-5.511475E-06	-5.548096E-06	-5.593872E-06	-5.599976E-06	-5.664063E-06	-5.618286E-06	-5.664063E-06	-5.581665E-06	-5.661011E-06	-5.596924E-06	-5.587769E-06	-5.627441E-06	-5.575562E-06

 -0.087891	-5.422974E-06	-5.468750E-06	-5.407715E-06	-5.395508E-06	-5.407715E-06	-5.535889E-06	-5.514526E-06	-5.541992E-06	-5.578613E-06	-5.624390E-06	-5.636597E-06	-5.688477E-06	-5.648804E-06	-5.694580E-06	-5.615234E-06	-5.691528E-06	-5.627441E-06	-5.618286E-06	-5.651855E-06	-5.599976E-06

 -0.090332	-5.459595E-06	-5.508423E-06	-5.444336E-06	-5.426025E-06	-5.438232E-06	-5.569458E-06	-5.545044E-06	-5.572510E-06	-5.606079E-06	-5.651855E-06	-5.664063E-06	-5.715942E-06	-5.676270E-06	-5.725098E-06	-5.645752E-06	-5.712891E-06	-5.651855E-06	-5.639648E-06	-5.676270E-06	-5.627441E-06

 -0.092773	-5.499268E-06	-5.541992E-06	-5.474854E-06	-5.456543E-06	-5.462646E-06	-5.596924E-06	-5.572510E-06	-5.606079E-06	-5.636597E-06	-5.685425E-06	-5.694580E-06	-5.749512E-06	-5.700684E-06	-5.752563E-06	-5.673218E-06	-5.740356E-06	-5.679321E-06	-5.670166E-06	-5.700684E-06	-5.654907E-06

 -0.095215	-5.535889E-06	-5.587769E-06	-5.505371E-06	-5.484009E-06	-5.493164E-06	-5.627441E-06	-5.603027E-06	-5.633545E-06	-5.670166E-06	-5.715942E-06	-5.722046E-06	-5.786133E-06	-5.728149E-06	-5.780029E-06	-5.694580E-06	-5.761719E-06	-5.700684E-06	-5.691528E-06	-5.731201E-06	-5.685425E-06

 -0.097656	-5.572510E-06	-5.618286E-06	-5.538940E-06	-5.520630E-06	-5.529785E-06	-5.657959E-06	-5.636597E-06	-5.664063E-06	-5.700684E-06	-5.746460E-06	-5.755615E-06	-5.807495E-06	-5.758667E-06	-5.801392E-06	-5.722046E-06	-5.789185E-06	-5.722046E-06	-5.715942E-06	-5.755615E-06	-5.703735E-06

 -0.100098	-5.609131E-06	-5.651855E-06	-5.575562E-06	-5.554199E-06	-5.566406E-06	-5.694580E-06	-5.664063E-06	-5.691528E-06	-5.728149E-06	-5.773926E-06	-5.786133E-06	-5.834961E-06	-5.783081E-06	-5.828857E-06	-5.746460E-06	-5.813599E-06	-5.743408E-06	-5.734253E-06	-5.776978E-06	-5.722046E-06

 -0.102539	-5.648804E-06	-5.682373E-06	-5.615234E-06	-5.590820E-06	-5.596924E-06	-5.728149E-06	-5.700684E-06	-5.722046E-06	-5.755615E-06	-5.798340E-06	-5.810547E-06	-5.859375E-06	-5.807495E-06	-5.853271E-06	-5.773926E-06	-5.834961E-06	-5.767822E-06	-5.752563E-06	-5.789185E-06	-5.743408E-06

 -0.104980	-5.691528E-06	-5.715942E-06	-5.648804E-06	-5.618286E-06	-5.624390E-06	-5.755615E-06	-5.728149E-06	-5.752563E-06	-5.789185E-06	-5.828857E-06	-5.834961E-06	-5.886841E-06	-5.825806E-06	-5.877686E-06	-5.795288E-06	-5.856323E-06	-5.789185E-06	-5.767822E-06	-5.807495E-06	-5.767822E-06

 -0.107422	-5.731201E-06	-5.758667E-06	-5.682373E-06	-5.651855E-06	-5.657959E-06	-5.783081E-06	-5.752563E-06	-5.780029E-06	-5.825806E-06	-5.856323E-06	-5.856323E-06	-5.917358E-06	-5.850220E-06	-5.899048E-06	-5.813599E-06	-5.874634E-06	-5.807495E-06	-5.786133E-06	-5.828857E-06	-5.783081E-06

 -0.109863	-5.767822E-06	-5.792236E-06	-5.712891E-06	-5.682373E-06	-5.685425E-06	-5.807495E-06	-5.780029E-06	-5.807495E-06	-5.850220E-06	-5.883789E-06	-5.883789E-06	-5.938721E-06	-5.871582E-06	-5.914307E-06	-5.828857E-06	-5.895996E-06	-5.819702E-06	-5.804443E-06	-5.847168E-06	-5.798340E-06

 -0.112305	-5.804443E-06	-5.822754E-06	-5.746460E-06	-5.718994E-06	-5.725098E-06	-5.847168E-06	-5.813599E-06	-5.828857E-06	-5.871582E-06	-5.902100E-06	-5.911255E-06	-5.960083E-06	-5.895996E-06	-5.932617E-06	-5.847168E-06	-5.914307E-06	-5.834961E-06	-5.813599E-06	-5.859375E-06	-5.813599E-06

 -0.114746	-5.850220E-06	-5.859375E-06	-5.786133E-06	-5.755615E-06	-5.752563E-06	-5.871582E-06	-5.844116E-06	-5.853271E-06	-5.889893E-06	-5.926514E-06	-5.935669E-06	-5.972290E-06	-5.917358E-06	-5.953979E-06	-5.868530E-06	-5.938721E-06	-5.847168E-06	-5.828857E-06	-5.868530E-06	-5.822754E-06

 -0.117188	-5.892944E-06	-5.899048E-06	-5.822754E-06	-5.783081E-06	-5.783081E-06	-5.902100E-06	-5.868530E-06	-5.880737E-06	-5.914307E-06	-5.950928E-06	-5.953979E-06	-5.996704E-06	-5.932617E-06	-5.975342E-06	-5.880737E-06	-5.950928E-06	-5.865479E-06	-5.834961E-06	-5.880737E-06	-5.831909E-06

 -0.119629	-5.935669E-06	-5.932617E-06	-5.856323E-06	-5.813599E-06	-5.807495E-06	-5.926514E-06	-5.892944E-06	-5.905151E-06	-5.941772E-06	-5.972290E-06	-5.975342E-06	-6.015015E-06	-5.944824E-06	-5.987549E-06	-5.892944E-06	-5.960083E-06	-5.874634E-06	-5.850220E-06	-5.889893E-06	-5.844116E-06

 -0.122070	-5.975342E-06	-5.969238E-06	-5.886841E-06	-5.841064E-06	-5.838013E-06	-5.950928E-06	-5.914307E-06	-5.926514E-06	-5.969238E-06	-5.996704E-06	-5.990601E-06	-6.036377E-06	-5.963135E-06	-5.999756E-06	-5.902100E-06	-5.972290E-06	-5.880737E-06	-5.859375E-06	-5.899048E-06	-5.859375E-06

 -0.124512	-6.015015E-06	-6.005859E-06	-5.920410E-06	-5.877686E-06	-5.868530E-06	-5.981445E-06	-5.941772E-06	-5.944824E-06	-5.990601E-06	-6.011963E-06	-6.011963E-06	-6.048584E-06	-5.981445E-06	-6.008911E-06	-5.911255E-06	-5.984497E-06	-5.886841E-06	-5.865479E-06	-5.908203E-06	-5.865479E-06

 -0.126953	-6.057739E-06	-6.039429E-06	-5.957031E-06	-5.908203E-06	-5.899048E-06	-6.008911E-06	-5.969238E-06	-5.963135E-06	-6.005859E-06	-6.027222E-06	-6.033325E-06	-6.063843E-06	-5.993652E-06	-6.024170E-06	-5.920410E-06	-5.996704E-06	-5.892944E-06	-5.865479E-06	-5.908203E-06	-5.865479E-06

 -0.129395	-6.100464E-06	-6.076050E-06	-5.993652E-06	-5.938721E-06	-5.923462E-06	-6.036377E-06	-5.993652E-06	-5.981445E-06	-6.024170E-06	-6.042480E-06	-6.045532E-06	-6.072998E-06	-6.002808E-06	-6.030273E-06	-5.929565E-06	-5.999756E-06	-5.899048E-06	-5.868530E-06	-5.908203E-06	-5.880737E-06

 -0.131836	-6.149292E-06	-6.115723E-06	-6.024170E-06	-5.963135E-06	-5.947876E-06	-6.057739E-06	-6.011963E-06	-6.005859E-06	-6.045532E-06	-6.063843E-06	-6.057739E-06	-6.088257E-06	-6.008911E-06	-6.042480E-06	-5.932617E-06	-6.002808E-06	-5.899048E-06	-5.868530E-06	-5.911255E-06	-5.871582E-06

 -0.134277	-6.188965E-06	-6.152344E-06	-6.054688E-06	-5.987549E-06	-5.972290E-06	-6.079102E-06	-6.030273E-06	-6.024170E-06	-6.069946E-06	-6.076050E-06	-6.066895E-06	-6.100464E-06	-6.015015E-06	-6.045532E-06	-5.938721E-06	-6.002808E-06	-5.899048E-06	-5.871582E-06	-5.914307E-06	-5.874634E-06

 -0.136719	-6.231689E-06	-6.182861E-06	-6.085205E-06	-6.018066E-06	-5.999756E-06	-6.097412E-06	-6.048584E-06	-6.039429E-06	-6.088257E-06	-6.088257E-06	-6.082153E-06	-6.106567E-06	-6.021118E-06	-6.048584E-06	-5.935669E-06	-6.008911E-06	-5.892944E-06	-5.871582E-06	-5.917358E-06	-5.862427E-06

 -0.139160	-6.268311E-06	-6.219482E-06	-6.118774E-06	-6.045532E-06	-6.027222E-06	-6.127930E-06	-6.069946E-06	-6.048584E-06	-6.103516E-06	-6.100464E-06	-6.091309E-06	-6.112671E-06	-6.030273E-06	-6.051636E-06	-5.938721E-06	-6.011963E-06	-5.895996E-06	-5.865479E-06	-5.908203E-06	-5.865479E-06

 -0.141602	-6.317139E-06	-6.253052E-06	-6.152344E-06	-6.079102E-06	-6.048584E-06	-6.149292E-06	-6.088257E-06	-6.060791E-06	-6.112671E-06	-6.106567E-06	-6.103516E-06	-6.115723E-06	-6.033325E-06	-6.054688E-06	-5.941772E-06	-6.015015E-06	-5.892944E-06	-5.859375E-06	-5.905151E-06	-5.850220E-06

 -0.144043	-6.359863E-06	-6.295776E-06	-6.182861E-06	-6.100464E-06	-6.069946E-06	-6.167603E-06	-6.103516E-06	-6.076050E-06	-6.127930E-06	-6.115723E-06	-6.103516E-06	-6.124878E-06	-6.030273E-06	-6.057739E-06	-5.938721E-06	-6.005859E-06	-5.889893E-06	-5.853271E-06	-5.899048E-06	-5.853271E-06

 -0.146484	-6.405640E-06	-6.329346E-06	-6.210327E-06	-6.124878E-06	-6.085205E-06	-6.182861E-06	-6.118774E-06	-6.088257E-06	-6.146240E-06	-6.127930E-06	-6.109619E-06	-6.127930E-06	-6.027222E-06	-6.054688E-06	-5.935669E-06	-5.999756E-06	-5.883789E-06	-5.853271E-06	-5.892944E-06	-5.847168E-06

 -0.148926	-6.445313E-06	-6.362915E-06	-6.234741E-06	-6.143188E-06	-6.109619E-06	-6.198120E-06	-6.127930E-06	-6.097412E-06	-6.164551E-06	-6.134033E-06	-6.109619E-06	-6.130981E-06	-6.027222E-06	-6.051636E-06	-5.929565E-06	-5.996704E-06	-5.874634E-06	-5.844116E-06	-5.889893E-06	-5.831909E-06

 -0.151367	-6.484985E-06	-6.393433E-06	-6.265259E-06	-6.170654E-06	-6.130981E-06	-6.216431E-06	-6.146240E-06	-6.100464E-06	-6.167603E-06	-6.130981E-06	-6.115723E-06	-6.127930E-06	-6.027222E-06	-6.042480E-06	-5.929565E-06	-5.990601E-06	-5.868530E-06	-5.834961E-06	-5.880737E-06	-5.822754E-06

 -0.153809	-6.530762E-06	-6.427002E-06	-6.292725E-06	-6.195068E-06	-6.149292E-06	-6.234741E-06	-6.161499E-06	-6.106567E-06	-6.167603E-06	-6.137085E-06	-6.118774E-06	-6.121826E-06	-6.024170E-06	-6.042480E-06	-5.926514E-06	-5.987549E-06	-5.862427E-06	-5.822754E-06	-5.871582E-06	-5.807495E-06

 -0.156250	-6.576538E-06	-6.466675E-06	-6.326294E-06	-6.216431E-06	-6.170654E-06	-6.250000E-06	-6.179810E-06	-6.115723E-06	-6.173706E-06	-6.140137E-06	-6.118774E-06	-6.121826E-06	-6.018066E-06	-6.036377E-06	-5.929565E-06	-5.975342E-06	-5.859375E-06	-5.813599E-06	-5.859375E-06	-5.801392E-06

 -0.158691	-6.622314E-06	-6.500244E-06	-6.347656E-06	-6.234741E-06	-6.173706E-06	-6.259155E-06	-6.219482E-06	-6.121826E-06	-6.179810E-06	-6.146240E-06	-6.112671E-06	-6.118774E-06	-6.008911E-06	-6.033325E-06	-5.917358E-06	-5.966187E-06	-5.850220E-06	-5.807495E-06	-5.853271E-06	-5.795288E-06

 -0.161133	-6.658936E-06	-6.533813E-06	-6.375122E-06	-6.250000E-06	-6.192017E-06	-6.268311E-06	-6.219482E-06	-6.127930E-06	-6.188965E-06	-6.149292E-06	-6.112671E-06	-6.118774E-06	-6.002808E-06	-6.021118E-06	-5.914307E-06	-5.953979E-06	-5.841064E-06	-5.798340E-06	-5.841064E-06	-5.789185E-06

 -0.163574	-6.701660E-06	-6.561279E-06	-6.393433E-06	-6.274414E-06	-6.210327E-06	-6.280518E-06	-6.213379E-06	-6.130981E-06	-6.188965E-06	-6.149292E-06	-6.112671E-06	-6.109619E-06	-5.999756E-06	-6.015015E-06	-5.905151E-06	-5.950928E-06	-5.828857E-06	-5.789185E-06	-5.834961E-06	-5.780029E-06

 -0.166016	-6.741333E-06	-6.594849E-06	-6.423950E-06	-6.295776E-06	-6.225586E-06	-6.298828E-06	-6.231689E-06	-6.130981E-06	-6.192017E-06	-6.146240E-06	-6.106567E-06	-6.103516E-06	-5.999756E-06	-6.008911E-06	-5.902100E-06	-5.938721E-06	-5.825806E-06	-5.776978E-06	-5.819702E-06	-5.776978E-06

 -0.168457	-6.787109E-06	-6.625366E-06	-6.448364E-06	-6.311035E-06	-6.234741E-06	-6.307983E-06	-6.234741E-06	-6.134033E-06	-6.185913E-06	-6.140137E-06	-6.103516E-06	-6.094360E-06	-5.990601E-06	-6.002808E-06	-5.895996E-06	-5.929565E-06	-5.819702E-06	-5.764771E-06	-5.804443E-06	-5.761719E-06

 -0.170898	-6.829834E-06	-6.658936E-06	-6.472778E-06	-6.326294E-06	-6.246948E-06	-6.314087E-06	-6.243896E-06	-6.140137E-06	-6.188965E-06	-6.140137E-06	-6.094360E-06	-6.091309E-06	-5.981445E-06	-5.996704E-06	-5.886841E-06	-5.914307E-06	-5.813599E-06	-5.755615E-06	-5.795288E-06	-5.746460E-06

 -0.173340	-6.872559E-06	-6.689453E-06	-6.494141E-06	-6.341553E-06	-6.256104E-06	-6.317139E-06	-6.271362E-06	-6.146240E-06	-6.195068E-06	-6.137085E-06	-6.088257E-06	-6.088257E-06	-5.972290E-06	-5.984497E-06	-5.877686E-06	-5.905151E-06	-5.801392E-06	-5.749512E-06	-5.792236E-06	-5.737305E-06

 -0.175781	-6.912231E-06	-6.716919E-06	-6.509399E-06	-6.353760E-06	-6.268311E-06	-6.323242E-06	-6.280518E-06	-6.143188E-06	-6.188965E-06	-6.130981E-06	-6.085205E-06	-6.079102E-06	-5.969238E-06	-5.975342E-06	-5.865479E-06	-5.892944E-06	-5.792236E-06	-5.737305E-06	-5.776978E-06	-5.715942E-06

 -0.178223	-6.948853E-06	-6.744385E-06	-6.533813E-06	-6.372070E-06	-6.280518E-06	-6.332397E-06	-6.274414E-06	-6.140137E-06	-6.182861E-06	-6.121826E-06	-6.082153E-06	-6.069946E-06	-5.966187E-06	-5.966187E-06	-5.862427E-06	-5.886841E-06	-5.786133E-06	-5.725098E-06	-5.761719E-06	-5.700684E-06

 -0.180664	-6.991577E-06	-6.774902E-06	-6.555176E-06	-6.387329E-06	-6.286621E-06	-6.335449E-06	-6.277466E-06	-6.140137E-06	-6.170654E-06	-6.115723E-06	-6.076050E-06	-6.060791E-06	-5.960083E-06	-5.963135E-06	-5.853271E-06	-5.874634E-06	-5.783081E-06	-5.709839E-06	-5.749512E-06	-5.685425E-06

 -0.183105	-7.031250E-06	-6.805420E-06	-6.576538E-06	-6.399536E-06	-6.295776E-06	-6.341553E-06	-6.298828E-06	-6.143188E-06	-6.167603E-06	-6.112671E-06	-6.066895E-06	-6.057739E-06	-5.950928E-06	-5.953979E-06	-5.850220E-06	-5.862427E-06	-5.776978E-06	-5.700684E-06	-5.734253E-06	-5.676270E-06

 -0.185547	-7.070923E-06	-6.835938E-06	-6.591797E-06	-6.408691E-06	-6.298828E-06	-6.338501E-06	-6.292725E-06	-6.155396E-06	-6.164551E-06	-6.112671E-06	-6.057739E-06	-6.051636E-06	-5.938721E-06	-5.944824E-06	-5.838013E-06	-5.853271E-06	-5.767822E-06	-5.691528E-06	-5.718994E-06	-5.661011E-06

 -0.187988	-7.107544E-06	-6.860352E-06	-6.607056E-06	-6.414795E-06	-6.307983E-06	-6.341553E-06	-6.283569E-06	-6.158447E-06	-6.161499E-06	-6.106567E-06	-6.051636E-06	-6.045532E-06	-5.932617E-06	-5.932617E-06	-5.828857E-06	-5.838013E-06	-5.761719E-06	-5.685425E-06	-5.709839E-06	-5.651855E-06

 -0.190430	-7.147217E-06	-6.881714E-06	-6.622314E-06	-6.430054E-06	-6.317139E-06	-6.344604E-06	-6.280518E-06	-6.155396E-06	-6.149292E-06	-6.100464E-06	-6.048584E-06	-6.036377E-06	-5.926514E-06	-5.920410E-06	-5.819702E-06	-5.831909E-06	-5.749512E-06	-5.673218E-06	-5.703735E-06	-5.633545E-06

 -0.192871	-7.183838E-06	-6.909180E-06	-6.640625E-06	-6.439209E-06	-6.329346E-06	-6.353760E-06	-6.274414E-06	-6.149292E-06	-6.143188E-06	-6.091309E-06	-6.042480E-06	-6.027222E-06	-5.920410E-06	-5.917358E-06	-5.813599E-06	-5.822754E-06	-5.749512E-06	-5.664063E-06	-5.685425E-06	-5.621338E-06

 -0.195313	-7.226563E-06	-6.933594E-06	-6.658936E-06	-6.451416E-06	-6.326294E-06	-6.356812E-06	-6.271362E-06	-6.155396E-06	-6.137085E-06	-6.088257E-06	-6.036377E-06	-6.021118E-06	-5.908203E-06	-5.911255E-06	-5.810547E-06	-5.810547E-06	-5.746460E-06	-5.657959E-06	-5.676270E-06	-5.612183E-06

 -0.197754	-7.266235E-06	-6.964111E-06	-6.671143E-06	-6.454468E-06	-6.329346E-06	-6.356812E-06	-6.268311E-06	-6.155396E-06	-6.137085E-06	-6.085205E-06	-6.027222E-06	-6.018066E-06	-5.899048E-06	-5.905151E-06	-5.801392E-06	-5.795288E-06	-5.743408E-06	-5.651855E-06	-5.667114E-06	-5.599976E-06

 -0.200195	-7.299805E-06	-6.982422E-06	-6.683350E-06	-6.463623E-06	-6.335449E-06	-6.353760E-06	-6.262207E-06	-6.152344E-06	-6.137085E-06	-6.082153E-06	-6.021118E-06	-6.011963E-06	-5.889893E-06	-5.889893E-06	-5.795288E-06	-5.786133E-06	-5.737305E-06	-5.651855E-06	-5.661011E-06	-5.590820E-06

 -0.202637	-7.336426E-06	-7.003784E-06	-6.692505E-06	-6.472778E-06	-6.341553E-06	-6.359863E-06	-6.256104E-06	-6.149292E-06	-6.134033E-06	-6.076050E-06	-6.015015E-06	-5.999756E-06	-5.886841E-06	-5.883789E-06	-5.786133E-06	-5.780029E-06	-5.737305E-06	-5.636597E-06	-5.651855E-06	-5.578613E-06

 -0.205078	-7.369995E-06	-7.022095E-06	-6.710815E-06	-6.484985E-06	-6.344604E-06	-6.365967E-06	-6.259155E-06	-6.146240E-06	-6.143188E-06	-6.069946E-06	-6.011963E-06	-5.993652E-06	-5.883789E-06	-5.874634E-06	-5.786133E-06	-5.770874E-06	-5.740356E-06	-5.630493E-06	-5.633545E-06	-5.566406E-06

 -0.207520	-7.409668E-06	-7.043457E-06	-6.723022E-06	-6.494141E-06	-6.344604E-06	-6.362915E-06	-6.259155E-06	-6.143188E-06	-6.134033E-06	-6.063843E-06	-6.005859E-06	-5.981445E-06	-5.874634E-06	-5.868530E-06	-5.780029E-06	-5.761719E-06	-5.740356E-06	-5.633545E-06	-5.624390E-06	-5.551147E-06

 -0.209961	-7.443237E-06	-7.067871E-06	-6.738281E-06	-6.494141E-06	-6.347656E-06	-6.362915E-06	-6.253052E-06	-6.146240E-06	-6.130981E-06	-6.060791E-06	-5.996704E-06	-5.978394E-06	-5.868530E-06	-5.862427E-06	-5.773926E-06	-5.749512E-06	-5.749512E-06	-5.630493E-06	-5.609131E-06	-5.548096E-06

 -0.212402	-7.479858E-06	-7.089233E-06	-6.744385E-06	-6.500244E-06	-6.347656E-06	-6.362915E-06	-6.246948E-06	-6.152344E-06	-6.127930E-06	-6.060791E-06	-5.987549E-06	-5.975342E-06	-5.859375E-06	-5.856323E-06	-5.764771E-06	-5.740356E-06	-5.758667E-06	-5.630493E-06	-5.609131E-06	-5.541992E-06

 -0.214844	-7.507324E-06	-7.104492E-06	-6.756592E-06	-6.503296E-06	-6.353760E-06	-6.365967E-06	-6.237793E-06	-6.146240E-06	-6.124878E-06	-6.054688E-06	-5.984497E-06	-5.972290E-06	-5.859375E-06	-5.844116E-06	-5.758667E-06	-5.734253E-06	-5.786133E-06	-5.654907E-06	-5.599976E-06	-5.529785E-06

 -0.217285	-7.540894E-06	-7.122803E-06	-6.765747E-06	-6.512451E-06	-6.359863E-06	-6.369019E-06	-6.240845E-06	-6.149292E-06	-6.115723E-06	-6.048584E-06	-5.984497E-06	-5.963135E-06	-5.853271E-06	-5.838013E-06	-5.755615E-06	-5.728149E-06	-5.780029E-06	-5.648804E-06	-5.590820E-06	-5.517578E-06

 -0.219727	-7.574463E-06	-7.144165E-06	-6.777954E-06	-6.518555E-06	-6.365967E-06	-6.375122E-06	-6.246948E-06	-6.146240E-06	-6.109619E-06	-6.042480E-06	-5.978394E-06	-5.957031E-06	-5.847168E-06	-5.834961E-06	-5.752563E-06	-5.722046E-06	-5.773926E-06	-5.651855E-06	-5.581665E-06	-5.508423E-06

 -0.222168	-7.604980E-06	-7.165527E-06	-6.790161E-06	-6.524658E-06	-6.365967E-06	-6.375122E-06	-6.243896E-06	-6.152344E-06	-6.106567E-06	-6.042480E-06	-5.972290E-06	-5.953979E-06	-5.841064E-06	-5.831909E-06	-5.752563E-06	-5.712891E-06	-5.770874E-06	-5.664063E-06	-5.569458E-06	-5.502319E-06

 -0.224609	-7.638550E-06	-7.183838E-06	-6.796265E-06	-6.524658E-06	-6.372070E-06	-6.375122E-06	-6.240845E-06	-6.158447E-06	-6.106567E-06	-6.045532E-06	-5.966187E-06	-5.950928E-06	-5.831909E-06	-5.825806E-06	-5.740356E-06	-5.700684E-06	-5.801392E-06	-5.661011E-06	-5.566406E-06	-5.496216E-06

 -0.227051	-7.669067E-06	-7.196045E-06	-6.802368E-06	-6.527710E-06	-6.378174E-06	-6.375122E-06	-6.243896E-06	-6.158447E-06	-6.106567E-06	-6.042480E-06	-5.963135E-06	-5.947876E-06	-5.831909E-06	-5.816650E-06	-5.734253E-06	-5.694580E-06	-5.795288E-06	-5.639648E-06	-5.560303E-06	-5.490112E-06

 -0.229492	-7.696533E-06	-7.211304E-06	-6.811523E-06	-6.536865E-06	-6.384277E-06	-6.378174E-06	-6.259155E-06	-6.158447E-06	-6.100464E-06	-6.036377E-06	-5.963135E-06	-5.938721E-06	-5.825806E-06	-5.813599E-06	-5.725098E-06	-5.691528E-06	-5.764771E-06	-5.654907E-06	-5.554199E-06	-5.480957E-06

 -0.231934	-7.723999E-06	-7.226563E-06	-6.823730E-06	-6.546021E-06	-6.396484E-06	-6.384277E-06	-6.274414E-06	-6.158447E-06	-6.097412E-06	-6.033325E-06	-5.963135E-06	-5.935669E-06	-5.828857E-06	-5.807495E-06	-5.725098E-06	-5.688477E-06	-5.755615E-06	-5.642700E-06	-5.545044E-06	-5.471802E-06

 -0.234375	-7.760620E-06	-7.247925E-06	-6.832886E-06	-6.552124E-06	-6.396484E-06	-6.390381E-06	-6.280518E-06	-6.167603E-06	-6.091309E-06	-6.036377E-06	-5.957031E-06	-5.932617E-06	-5.816650E-06	-5.807495E-06	-5.722046E-06	-5.679321E-06	-5.755615E-06	-5.615234E-06	-5.538940E-06	-5.465698E-06

 -0.236816	-7.791138E-06	-7.266235E-06	-6.842041E-06	-6.555176E-06	-6.399536E-06	-6.393433E-06	-6.286621E-06	-6.164551E-06	-6.094360E-06	-6.033325E-06	-5.953979E-06	-5.932617E-06	-5.816650E-06	-5.804443E-06	-5.715942E-06	-5.673218E-06	-5.737305E-06	-5.621338E-06	-5.529785E-06	-5.465698E-06

 -0.239258	-7.818604E-06	-7.278442E-06	-6.845093E-06	-6.561279E-06	-6.402588E-06	-6.396484E-06	-6.286621E-06	-6.167603E-06	-6.097412E-06	-6.036377E-06	-5.947876E-06	-5.932617E-06	-5.807495E-06	-5.798340E-06	-5.712891E-06	-5.667114E-06	-5.709839E-06	-5.630493E-06	-5.526733E-06	-5.459595E-06

 -0.241699	-7.843018E-06	-7.290649E-06	-6.848145E-06	-6.567383E-06	-6.414795E-06	-6.402588E-06	-6.289673E-06	-6.164551E-06	-6.094360E-06	-6.033325E-06	-5.950928E-06	-5.929565E-06	-5.810547E-06	-5.792236E-06	-5.706787E-06	-5.667114E-06	-5.694580E-06	-5.624390E-06	-5.523682E-06	-5.453491E-06

